Mfg_Part_Num,Part_Manuf,Part_Desc,Actionability_Category,Primary_Reason
C9TMA2SP2PS3,Appliance Dealers Cooperative (APPDE),C9TMA2S2PS3 Cafe Toaster SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
GDE21EMKES,Appliance Dealers Cooperative (APPDE),GDE21EMKES GE 21CF Fridge SL Display Only,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
FCM16SLWW,Appliance Dealers Cooperative (APPDE),FCM16SLWW 16CF GE Freezer Chest MH,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
GNE27JYMFS,Appliance Dealers Cooperative (APPDE),GNE27JYMFS GE Fridge SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
CVE28DP3ND1,Appliance Dealers Cooperative (APPDE),CVE28DP3ND1 Cafe Fridge Bk,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
GNE25JMKES,Appliance Dealers Cooperative (APPDE),GNE25JMKES GE Fridge Slate - Display,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PRFS2883AF,Appliance Dealers Cooperative (APPDE),"PRFS2883AF 36"" Fridge SS - Display Only",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PAD28BYTFS,Appliance Dealers Cooperative (APPDE),PAD28BYTFS GE Fridge SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
PGE29BYTFS,Appliance Dealers Cooperative (APPDE),PGE29BYTFS GE Fridge SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
ERFD19CGCS,Appliance Dealers Cooperative (APPDE),ERFD19CGCS Element Fridge SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
LT18S2100W,Appliance Dealers Cooperative (APPDE),LT18S2100W LG Fridge Wh,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
LT18S2100SS,Appliance Dealers Cooperative (APPDE),LT18S2100S 18CF LG Fridge SS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
EUF17CDBW,Appliance Dealers Cooperative (APPDE),EUF17CDBW Element 17CF Freezer - Upright,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
EUF21CDBW,Appliance Dealers Cooperative (APPDE),EUF21CDBW Element 21CF Freezer - Upright,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
K527APBXR,Senco Products Inc (4650),"K527APBXR Senco .131x3"" SM BB - 500CT",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
51334,Hunter Fan Co (4381),"51334 44"" Wh Gilmour Fan",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
59210,Hunter Fan Co (4381),"59210 52"" BZ Sent Hunter Fan",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
52485,Hunter Fan Co (4381),"52485 52"" MB Anisten Fan",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
52486,Hunter Fan Co (4381),"52486 44"" MB Anisten Fan",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
52487,Hunter Fan Co (4381),"52487 52"" WH Anisten Fan",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
52488,Hunter Fan Co (4381),"52488 44"" WH Anisten Fan",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
52655,Hunter Fan Co (4381),"52655 52"" MB Xidane Hunter Fan",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
59261,Hunter Fan Co (4381),"59261 52"" PB Cassius Fan",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
51731,Hunter Fan Co (4381),"51731 52"" MB Jetty Hunter Fan",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
HS-DA,Sabre (9195),HS-DA Motion Driveway Alert,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
48-22-8396R,Milwaukee Accessory (4031),48-22-8396R Milw 24oz Bottle - Insulated,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-22-8397R,Milwaukee Accessory (4031),48-22-8397R Milw 36oz Bottle - Insulated,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DCGG581B,Black & Decker/dewlt (2585),DCGG581B Dewalt 20V Grease Gun 2-Speed,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DCGG581GD1,Black & Decker/dewlt (2585),DCGG581GD1 Dewalt 20V Grease Gun 2-Speed Kit,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DWST41092,Black & Decker/dewlt (2585),"DWST41092 Dewalt Tool Chest 41"" Bottom",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
156436WHT,Palmer Donavin Mfg Company (PALDO),156436 Wh 4x4x120 Post Wrap,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
173950TBK,Palmer Donavin Mfg Company (PALDO),"4""x8'-6"" DSI SQ Black Alum Post Wrap",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
173951TBK,Palmer Donavin Mfg Company (PALDO),"6""x8'-6"" DSI SQ Black Alum Post Wrap",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
173952TBK,Palmer Donavin Mfg Company (PALDO),"6""x10' DSI SQ Black Alum Post Wrap",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
1624157,-,TW52 WH INSIDE CAS VIN WRAPPED,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
40025,Marshalltown Trowel (5155),40025 TS-54 Wal-Board T-Square 009-008,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
48-22-3301,Milwaukee Accessory (4031),48-22-3301 Milw Mechanical Pencil w/ Lead Pack,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-22-3302,Milwaukee Accessory (4031),48-22-3302 Milw Mechanical Pencil Replacement Lead,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-22-3303,Milwaukee Accessory (4031),48-22-3303 Milw Mechanical Pencil Replacement Lead-Color,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
TSDKAP218-G2,Edge Eyewear Inc (EDGSA),TSDKAP218-G2 Edge Safety - Khor Black Frame Polarized,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
XPAP418,Edge Eyewear Inc (EDGSA),XPAP418 Edge Safety Glasses - Pumori Black Frame,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
XDAP419,Edge Eyewear Inc (EDGSA),XDAP419 Edge Safety Glasses - Dawson Black Frame Red Lenses,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
XB11PCVS,Edge Eyewear Inc (EDGSA),XB11PCVS Edge Safety Glasses - Photochromic Lense,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
KB121VS,Edge Eyewear Inc (EDGSA),KB121VS Edge Safety Glasses - Kabru Black Frame,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
KB126VS,Edge Eyewear Inc (EDGSA),KB126VS Edge Safety Glasses - Kabru Black Frame,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
TC121VS,Edge Eyewear Inc (EDGSA),TC121VS Edge Safety Glasses - Tacana Black Frame,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
TC126VS,Edge Eyewear Inc (EDGSA),TC126VS Edge Safety Glasses - Tacana Black Frame,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MK113MPAP,Edge Eyewear Inc (EDGSA),MK113MPAP Edge Safety Glasses - Makalu Black Frame Polarized,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
LS117MPAP,Edge Eyewear Inc (EDGSA),LS117MPAP Edge Safety Glasses - Lassen Black Frame Polarized,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
FE-EFX-6L,Ohio Firewatch Protection Inc (HOLFS),FEEFX6L Lith Fire Extinguisher,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
FE-EFX-9L,Ohio Firewatch Protection Inc (HOLFS),FEEFX9L Lith Fire Extinguisher,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
1046793,First Alert - B R K Brands (2754),1046793 Smoke & CO Alarm,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
1046870,First Alert - B R K Brands (2754),1046870 Smoke & CO Alarm,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
M701B-21L,Milwaukee Accessory (4031),M701B-21L Milw L Black Heated Work Glove Liners,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
M701B-21M,Milwaukee Accessory (4031),M701B-21M Milw M Black Heated Work Glove Liners,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
M701B-21S,Milwaukee Accessory (4031),M701B-21S Milw S Black Heated Work Glove Liners,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
M701B-21XL,Milwaukee Accessory (4031),M701B-21XL Milw XL Black Heated Work Glove Liners,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG42010124,Tech Gear 5.7 Inc (TECGE),UTW Pro Heated Glove Blk XS,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG42010224,Tech Gear 5.7 Inc (TECGE),UTW Pro Heated Glove Blk SM,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG42010324,Tech Gear 5.7 Inc (TECGE),UTW Pro Heated Glove Blk MD,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG42010424,Tech Gear 5.7 Inc (TECGE),UTW Pro Heated Glove Blk LG,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG42010524,Tech Gear 5.7 Inc (TECGE),UTW Pro Heated Glove Blk XL,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG42010624,Tech Gear 5.7 Inc (TECGE),UTW Pro Heated Glove Blk 2X,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG36010225,Tech Gear 5.7 Inc (TECGE),MWUG36010225 BLK SM Aerial Snow Heated Glove,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG36010325,Tech Gear 5.7 Inc (TECGE),MWUG36010325 BLK MD Aerial Snow Heated Glove,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG36010425,Tech Gear 5.7 Inc (TECGE),MWUG36010425 BLK LG Aerial Snow Heated Glove,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG36010525,Tech Gear 5.7 Inc (TECGE),MWUG36010525 BLK XL Aerial Snow Heated Glove,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
MWUG36010625,Tech Gear 5.7 Inc (TECGE),MWUG36010625 BLK 2X Aerial Snow Heated Glove,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
DPG15,Radians (7363),DPG15 Dewalt AM/FM Hearing Protector,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
F200B-21L,Milwaukee Accessory (4031),F200B-21L Milw M12 Womens - BLK Heated Hoodie Kit L,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
F200B-21M,Milwaukee Accessory (4031),F200B-21M Milw M12 Womens - BLK Heated Hoodie Kit M,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
M200B-21L,Milwaukee Accessory (4031),M200B-21L Milw M12 BLK - Heated Hoodie Kit L,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
M200B-21M,Milwaukee Accessory (4031),M200B-21M Milw M12 BLK - Heated Hoodie Kit M,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
M200B-21XL,Milwaukee Accessory (4031),M200B-21XL Milw M12 BLK - Heated Hoodie Kit XL,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
M200G-21L,Milwaukee Accessory (4031),M200G-21L Milw M12 Gray - Heated Hoodie Kit L,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
M200G-21M,Milwaukee Accessory (4031),M200G-21M Milw M12 Gray - Heated Hoodie Kit M,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
M200G-21XL,Milwaukee Accessory (4031),M200G-21XL Milw M12 Gray - Heated Hoodie Kit XL,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-11-2330,Milwaukee Accessory (4031),48-11-2330 Milw Heated Gear Power Source,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DCBP250C,Black & Decker/dewlt (2585),DCBP520C Dewalt Starter Kit,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
5328,-,5328 Lg. Leather Phone Holster - Clip-on,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
3200-20,Milwaukee Accessory (4031),3200-20 Milw Voltage Detector,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
3202-20,Milwaukee Accessory (4031),3202-20 Milw Voltage Detector w/ LED,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
3203-20,Milwaukee Accessory (4031),3203-20 Milw Dual Range Voltage Detector w/ LED,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
BC-12300,Woodpeckers Inc (WOODP),"BC-12300 BigCal 12""/300mm",Genuinely_Ambiguous,"Cryptic short description without brand, manufacturer, or product type context"
BC-24600,Woodpeckers Inc (WOODP),"BC-24600 BigCal 24""/600mm",Genuinely_Ambiguous,"Cryptic short description without brand, manufacturer, or product type context"
DW08302CG,Black & Decker/dewlt (2585),DW08302CG Dewalt Laser - Green 3 Spot,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
GCL165-42GL,Robt Bosch Tool Corp (6564),GCL165--42GL Cross Line Laser,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DW08802CG,Black & Decker/dewlt (2585),DW08802CG Dewalt Laser Green - Self-Level Cross Line,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DW088CG,Black & Decker/dewlt (2585),DW088CG Dewalt Laser - Green Cross Line,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DW089CG,Black & Decker/dewlt (2585),DW089CG Dewalt Laser Level - 3 Line 30ft Range,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
DW0822CG,Black & Decker/dewlt (2585),DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
25459,U S Tape Company (6694),25459 Mason Line Brd Orange - 500',Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
35459,U S Tape Company (6694),35459 Mason Line Brd Orange - 500' Replacement,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
25759,U S Tape Company (6694),25759 Mason Line Brd Orange - 1000',Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
35112,U S Tape Company (6694),35112 Mason Line Twist Yellow - 270',Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
35115,U S Tape Company (6694),35115 Mason Line Twist Green - 270',Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
25168,U S Tape Company (6694),25168 Mason Line Brd Green - 250',Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
35468,U S Tape Company (6694),35468 Mason Line Brd Green - 500' Replacement,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
35494,U S Tape Company (6694),35494 Mason Line Brd Blk/Yellw - 500' Replacement,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
MLSQ0120,Milwaukee Accessory (4031),"MLSQ0120 Milw 12"" RafterSquare",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
MLSQ1120,Milwaukee Accessory (4031),MLSQ1120 Milw 300mm Rafter - Square (Metric),Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
37300952,-,"095842 Fisch Plug Cutter 3/8""",Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
DCF6202,Black & Decker/dewlt (2585),DCF6202 Dewalt Collated Attach,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
25468,U S Tape Company (6694),25468 Mason Line Brd Green - 500',Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
25762,U S Tape Company (6694),25762 Mason Line Brd Pink - 1000',Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
133164,Wera Tools NA Inc (WERTO),133164 950/9 Hex Plus Spks - Multicolor,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
DWHT10993,Black & Decker/dewlt (2585),DWHT10993 Folding Knife,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DWHT10994,Black & Decker/dewlt (2585),DWHT10994 Folding Knife,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
QB22RU,Vessel Tools USA Inc (VESTO),QB22RU Vessel Carrying Bit Holder (Red),Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
QB22KU,Vessel Tools USA Inc (VESTO),QB22KU Vessel Carrying Bit Holder (Black),Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
AVM6EV,Malco Prod (2370),AVM6 EV Mini Snip Red,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
AVM6EV,Malco Prod (2370),AVM7 EV Mini Snip Green,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
DSA0250B,Freud Inc (2435),"DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
DSA0375B,Freud Inc (2435),"DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
DSA0500B,Freud Inc (2435),"DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter",Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
42-04-9107,Milwaukee Accessory (4031),"42-04-9107 Milw 3/8"" Drive Universal Joint",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-22-9491,Milwaukee Accessory (4031),48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box,Requires_Authoritative_Taxonomy_LOV,"Belongs to Lighting, Appliance, PPE, or Wiring taxonomy branch not present in current 21-category schema"
DWMT45422,Black & Decker/dewlt (2585),"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DWMT45424,Black & Decker/dewlt (2585),"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-22-9483,Milwaukee Accessory (4031),48-22-9483 Milw Packout 15pc - Metric Wrench Set,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-22-9484,Milwaukee Accessory (4031),48-22-9484 Milw Packout 15pc - SAE Wrench Set,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-22-9485,Milwaukee Accessory (4031),48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
48-44-2770,Milwaukee Accessory (4031),48-44-2770 Milw Pole Pruning - Shears Replacement Blade,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
IWHT48441RC,Irwin Industrial Tools (5863),IWHT48441RC Irwin 100ft - Red Chalk & Reel Set,Resolvable_From_Raw_Text,Contains descriptive text tokens suitable for deterministic rule matching if taxonomy is expanded
2954-20,Milwaukee Accessory (4031),2954-20 Milw M18 Bluetooth Jobsite Speaker,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
2955-20,Milwaukee Accessory (4031),2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
9A-219-180,Mirka Abrasives Inc (MIRUS),9A-219-180 Abranet 4x6x6,Genuinely_Ambiguous,"Cryptic short description without brand, manufacturer, or product type context"
9A-219-120RP,Mirka Abrasives Inc (MIRUS),9A-219-120RP Abranet 4x6x6,Genuinely_Ambiguous,"Cryptic short description without brand, manufacturer, or product type context"
DZN930,Black & Decker/dewlt (2585),DZN930 Dewalt 30 Degree - Framing Magazine,Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH12B,Freud Inc (2435),"DPH12B 2"" #1 Phillips Drive - Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH135B,Freud Inc (2435),"DPH135B 3-1/2"" #1 Phillips - Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH21B,Freud Inc (2435),"DPH21B 1"" #2 Phillips Drive - Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH22B,Freud Inc (2435),"DPH22B 2"" #2 Phillips Drive - Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH235B,Freud Inc (2435),"DPH235B 3-1/2"" #2 Phillips - Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH26B,Freud Inc (2435),"DPH26B 6"" #2 Phillips Drive - Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH2R1B,Freud Inc (2435),"DPH2R1B 1"" #2 Phillips Drywall - Screws Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH31B,Freud Inc (2435),"DPH31B 1"" #3 Phillips Drive - Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH32B,Freud Inc (2435),"DPH32B 2"" #3 Phillips Drive - Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DPH335B,Freud Inc (2435),"DPH335B 3-1/2"" #3 Phillips - Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DSQ12B,Freud Inc (2435),"DSQ12B 2"" #1 Square Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DSQ22B,Freud Inc (2435),"DSQ22B 2"" #2 Square Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DSQ26B,Freud Inc (2435),"DSQ26B 6"" #2 Square Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DSQ32B,Freud Inc (2435),"DSQ32B 2"" #3 Square Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
DT102B,Freud Inc (2435),"DT102B 2"" #10 Torx Drive Bit",Requires_Manufacturer_Web_Evidence,Specialty accessory requiring live manufacturer specification page retrieval
