row_index,MPN,Part_Desc,Manufacturer,Brand,Classpath,classification_status,classification_method,evidence_tier,evidence_type,evidence_url,evidence_match_status,evidence_summary,taxonomy_validation,contradiction_check,confidence,validation_status,rejection_reason
761,35115,35115 Mason Line Twist Green - 270',U S Tape Company,,Electrical>Electrical Accessories>Tapes & Adhesives,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
762,25168,25168 Mason Line Brd Green - 250',U S Tape Company,CENTURY COMPONENTS,Electrical>Electrical Accessories>Tapes & Adhesives,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
763,35468,35468 Mason Line Brd Green - 500' Replacement,U S Tape Company,,Electrical>Electrical Accessories>Tapes & Adhesives,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
764,35494,35494 Mason Line Brd Blk/Yellw - 500' Replacement,U S Tape Company,,Electrical>Electrical Accessories>Tapes & Adhesives,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
765,MLSQ0120,"MLSQ0120 Milw 12"" RafterSquare",Milwaukee Tool,Milwaukee®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
766,MLSQ1120,MLSQ1120 Milw 300mm Rafter - Square (Metric),Milwaukee Tool,Milwaukee®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
767,55227,"55227 Amana Countersink/Stop 1/8"" Drill TB",Amana Tool Corp,,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
768,37300952,"095842 Fisch Plug Cutter 3/8""",,,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,EXACT_MPN_NOT_FOUND
769,6008,6008 Whiteside Router Bit,Whiteside Machine & Repair Co,Whiteside®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
770,6009,6009 Whiteside Router Bit,Whiteside Machine & Repair Co,Whiteside®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
771,3000A,3000A Whiteside Router Bit,Whiteside Machine & Repair Co,Whiteside®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
772,MID6630201US,MID6630201US Deos663XCV Sander,Mirka Abrasives Inc,,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
773,DCF6202,DCF6202 Dewalt Collated Attach,"Stanley Black & Decker, Inc.",DEWALT®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
774,25468,25468 Mason Line Brd Green - 500',U S Tape Company,,Electrical>Electrical Accessories>Tapes & Adhesives,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
775,25762,25762 Mason Line Brd Pink - 1000',U S Tape Company,,Electrical>Electrical Accessories>Tapes & Adhesives,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
776,21839NN,"21839NN File Bstd Mill 10""",Apex Tool Group (Nicholson),Nicholson®,Tools & Equipment>Hand Tools>Files & Rasps,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
777,VN56920,"VN56920 10 1/2"" Saw Blade",Marshalltown Company,Marshalltown®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Saw Blades,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.marshalltown.com/pro-4634-bear-saw-pull-saws?variantItemId=43381; https://www.amazon.com/VAUGHAN-Tri-Edge-Interchangeable-BS265M-VN56920/dp/B00004Z2WX,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
778,133164,133164 950/9 Hex Plus Spks - Multicolor,Wera Tools NA Inc,,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,EXACT_MPN_NOT_FOUND
779,DWHT10993,DWHT10993 Folding Knife,"Stanley Black & Decker, Inc.",DEWALT®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
780,DWHT10994,DWHT10994 Folding Knife,"Stanley Black & Decker, Inc.",DEWALT®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
781,QB22RU,QB22RU Vessel Carrying Bit Holder (Red),Vessel Tools Usa Inc,Vessel®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
782,QB22KU,QB22KU Vessel Carrying Bit Holder (Black),Vessel Tools Usa Inc,Vessel®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
783,AVM6EV,AVM6 EV Mini Snip Red,Malco Prod,,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
784,AVM6EV,AVM7 EV Mini Snip Green,Malco Prod,,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
785,DSA0250B,"DSA0250B 1/4"" Square x1/4"" Hex - Socket Adapter",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
786,DSA0375B,"DSA0375B 3/8"" Square x1/4"" Hex - Socket Adapter",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
787,DSA0500B,"DSA0500B 1/2"" Square x1/4"" Hex - Socket Adapter",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
788,42-04-9107,"42-04-9107 Milw 3/8"" Drive Universal Joint",Milwaukee Tool,Milwaukee®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
789,48-22-9491,48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box,Milwaukee Tool,Milwaukee®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
790,DWMT45422,"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set","Stanley Black & Decker, Inc.",DEWALT®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
791,DWMT45424,"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set","Stanley Black & Decker, Inc.",DEWALT®,UNRESOLVED,UNRESOLVED,UNRESOLVED,Tier 4,INSUFFICIENT_EVIDENCE,,NO_MATCH,No explicit product noun phrase or verified live web evidence,UNRESOLVED,PASS,NONE,PASS,INSUFFICIENT_PRODUCT_DESCRIPTION
792,48-22-9483,48-22-9483 Milw Packout 15pc - Metric Wrench Set,Milwaukee Tool,Milwaukee®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
793,48-22-9484,48-22-9484 Milw Packout 15pc - SAE Wrench Set,Milwaukee Tool,Milwaukee®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
794,48-22-9485,48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set,Milwaukee Tool,Milwaukee®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
795,48-44-2770,48-44-2770 Milw Pole Pruning - Shears Replacement Blade,Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Saw Blades,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
796,IWHT48441RC,IWHT48441RC Irwin 100ft - Red Chalk & Reel Set,Irwin Industrial Tools,Irwin,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
797,XRU23SM1,"XRU23SM1 Makita 18V 13"" - String Trimmer Kit","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.makitatools.com/products/details/XRU23SM1,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
798,XRU15PT1,XRU15PT1 Makita String Trimmer,"Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
799,XRU23Z,XRU23Z Makita 18V Trimmer Tool - Only,"Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
800,0887-20,0887-20 Milw M18 Brushless Precision Blower,Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.milwaukeetool.com/Products/0887-20,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
801,DCBL724B,DCBL724B Dewalt 20V Max XR Blower (Bare),"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.dewalt.com/product/dcbl724b/20v-max-xr-brushless-cordless-handheld-blower-tool-only,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
802,2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker,Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
803,2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
804,9A-219-180,9A-219-180 Abranet 4x6x6,Mirka Abrasives Inc,,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
805,9A-219-120RP,9A-219-120RP Abranet 4x6x6,Mirka Abrasives Inc,,Tools & Equipment>Power Tool Accessories>Abrasives>Sanding Discs,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
806,3033-20,"3033-20 Milw M18 24"" - Hedge Trimmer",Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.milwaukeetool.com/Products/3033-20,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
807,3033-21,"3033-21 Milw M18 24"" - Hedge Trimmer Kit",Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
808,3034-20,"3034-20 Milw M18 30"" - Hedge Trimmer",Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
809,D25333K,D25333K Dewalt Hammer Drill,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
810,DCD803B,DCD803B Dewalt Multi-Head Drill Driver,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
811,DCF860B,DCF860B Dewalt 20V Impact - Driver Drill,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.dewalt.com/product/dcf860b/20v-max-xr-brushless-cordless-3-speed-high-torque-14-in-impact-driver-tool-only,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
812,3401-20,3401-20 Milw M12 Drill Driver - Brushless Compact (Bare),Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.milwaukeetool.com/Products/3401-20,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
813,KPTDR050A,KPTDR050A Kreg 20V Ionic Compact Drill,Kreg Tool Company,Kreg®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
814,DCD1007B,"DCD1007B Dewalt 20V Cordless - 1/2"" Hammer Drill (Bare)","Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Hand Tools>Hand Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.dewalt.com/product/dcd1007b/20v-max-xr-brushless-12-in-3-speed-hammer-drill-tool-only,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
815,DCD799B,DCD799B Dewalt Drill,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
816,58006,58006 Voyager Drill Press,King Canada Inc,,Tools & Equipment>Power Tools>Benchtop & Stationary Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
817,2909-20,2909-20 Milw Roofing Nailer - M18,Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
818,2909-21,2909-21 Milw M18 Coil Roofing - Nailer Kit,Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
819,918200,918200 Paslode CT200S24 18Ga ST Brad Nailer,National Nail Corp,,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
820,2541-20,2541-20 Milw M12 - Compact Brad Nailer (Bare),Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.milwaukeetool.com/Products/2541-20,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
821,DCN930B,DCN930B Dewalt 20V 30 Degree - Framing Nailer,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 1,PRODUCT_SPECIFIC_OFFICIAL_URL,https://www.dewalt.com/product/dcn930b/20v-max-xr-brushless-30-paper-collated-framing-nailer-tool-only,PASS,Exact official manufacturer URL verified product identity,PASS,PASS,HIGH,PASS,NONE
822,DCN930P1,DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
823,XNB04Z,"XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
824,XNB05Z,"XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
825,XNB06Z,"XNB06Z Makita 18V 2-1/2"" Angled Finish Nailer 16GA","Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
826,XNB07Z,XNB07Z Makita 18V LXT BL 30 Nailer (Bare),"Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
827,DZN930,DZN930 Dewalt 30 Degree - Framing Magazine,"Stanley Black & Decker, Inc.",DEWALT®,Tools & Equipment>Power Tool Accessories>Power Tool Accessories,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
828,220USB25U,220USB25U Vessel Screwdriver w/25pc Bit Set,Vessel Tools Usa Inc,Vessel®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
829,XRF03Z,XRF03Z Makita 18V Screwdriver - Autofeed,"Makita U.S.A., Inc.",Makita®,Tools & Equipment>Power Tools>Power Fastening Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
830,220USBP5U,220USBP5U Vessel Screwdriver Plus w/5pc Bit Set,Vessel Tools Usa Inc,Vessel®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
831,49-66-4567,"49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6pc",Milwaukee Tool,Milwaukee®,Tools & Equipment>Power Tools>Cordless Power Tools,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
832,IBMG90K003,"IBMG90K003 Vessel Impact Ball Torsion Bit Assort 5pc 3.5""",Vessel Tools Usa Inc,Vessel®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
833,IBPH250P15T,"IBPH250P15T Vessel Torsion Bit 2"" 15pc",Vessel Tools Usa Inc,Vessel®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
834,DPH12B,"DPH12B 2"" #1 Phillips Drive - Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
835,DPH135B,"DPH135B 3-1/2"" #1 Phillips - Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
836,DPH21B,"DPH21B 1"" #2 Phillips Drive - Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
837,DPH22B,"DPH22B 2"" #2 Phillips Drive - Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
838,DPH235B,"DPH235B 3-1/2"" #2 Phillips - Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
839,DPH26B,"DPH26B 6"" #2 Phillips Drive - Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
840,DPH2R1B,"DPH2R1B 1"" #2 Phillips Drywall - Screws Drive Bit",Freud Inc,Diablo®,Tools & Equipment>Power Tool Accessories>Cutting Tools>Bits,CLASSIFIED,RULE_MATCH,Tier 3,DIRECT_DATASET,,PASS,Explicit product noun phrase in description matched deterministic taxonomy schema,PASS,PASS,HIGH,PASS,NONE
